account_id,match_id,team_id,team_name,player_id,player_name,player_match_minutes,player_match_np_xg_per_shot,player_match_np_xg,player_match_np_shots,player_match_goals,player_match_np_goals,player_match_xa,player_match_key_passes,player_match_op_key_passes,player_match_assists,player_match_through_balls,player_match_passes_into_box,player_match_op_passes_into_box,player_match_touches_inside_box,player_match_tackles,player_match_interceptions,player_match_possession,player_match_dribbled_past,player_match_dribbles_faced,player_match_dribbles,player_match_challenge_ratio,player_match_fouls,player_match_dispossessions,player_match_long_balls,player_match_successful_long_balls,player_match_long_ball_ratio,player_match_shots_blocked,player_match_clearances,player_match_aerials,player_match_successful_aerials,player_match_aerial_ratio,player_match_passes,player_match_successful_passes,player_match_passing_ratio,player_match_op_passes,player_match_forward_passes,player_match_backward_passes,player_match_sideways_passes,player_match_op_f3_passes,player_match_op_f3_forward_passes,player_match_op_f3_backward_passes,player_match_op_f3_sideways_passes,player_match_np_shots_on_target,player_match_crosses,player_match_successful_crosses,player_match_crossing_ratio,player_match_penalties_won,player_match_passes_inside_box,player_match_op_xa,player_match_op_assists,player_match_pressured_long_balls,player_match_unpressured_long_balls,player_match_aggressive_actions,player_match_turnovers,player_match_crosses_into_box,player_match_sp_xa,player_match_op_shots,player_match_touches,player_match_pressure_regains,player_match_box_cross_ratio,player_match_deep_progressions,player_match_shot_touch_ratio,player_match_fouls_won,player_match_xgchain,player_match_op_xgchain,player_match_xgbuildup,player_match_op_xgbuildup,player_match_xgchain_per_possession,player_match_op_xgchain_per_possession,player_match_xgbuildup_per_possession,player_match_op_xgbuildup_per_possession,player_match_pressures,player_match_pressure_duration_total,player_match_pressure_duration_avg,player_match_pressured_action_fails,player_match_counterpressures,player_match_counterpressure_duration_total,player_match_counterpressure_duration_avg,player_match_counterpressured_action_fails,player_match_obv,player_match_obv_pass,player_match_obv_shot,player_match_obv_defensive_action,player_match_obv_dribble_carry,player_match_obv_gk,player_match_deep_completions,player_match_ball_recoveries,player_match_np_psxg,player_match_penalties_faced,player_match_penalties_conceded,player_match_fhalf_ball_recoveries,player_match_average_space_received_in,player_match_average_fhalf_space_received_in,player_match_average_f3_space_received_in,player_match_ball_receipts_in_space_10,player_match_ball_receipts_in_space_2,player_match_ball_receipts_in_space_5,player_match_fhalf_ball_receipts_in_space_10,player_match_fhalf_ball_receipts_in_space_2,player_match_fhalf_ball_receipts_in_space_5,player_match_f3_ball_receipts_in_space_10,player_match_f3_ball_receipts_in_space_2,player_match_f3_ball_receipts_in_space_5,player_match_lbp,player_match_lbp_completed,player_match_fhalf_lbp_completed,player_match_f3_lbp_completed,player_match_fhalf_lbp,player_match_f3_lbp,player_match_obv_lbp,player_match_fhalf_obv_lbp,player_match_f3_obv_lbp,player_match_lbp_received,player_match_fhalf_lbp_received,player_match_f3_lbp_received,player_match_average_lbp_to_space_distance,player_match_fhalf_average_lbp_to_space_distance,player_match_f3_average_lbp_to_space_distance,player_match_lbp_to_space_10_received,player_match_fhalf_lbp_to_space_10_received,player_match_f3_lbp_to_space_10_received,player_match_lbp_to_space_2_received,player_match_fhalf_lbp_to_space_2_received,player_match_f3_lbp_to_space_2_received,player_match_lbp_to_space_5_received,player_match_fhalf_lbp_to_space_5_received,player_match_f3_lbp_to_space_5_received,player_match_average_lbp_to_space_received_distance,player_match_fhalf_average_lbp_to_space_received_distance,player_match_f3_average_lbp_to_space_received_distance,player_match_lbp_to_space_10,player_match_fhalf_lbp_to_space_10,player_match_f3_lbp_to_space_10,player_match_lbp_to_space_2,player_match_fhalf_lbp_to_space_2,player_match_f3_lbp_to_space_2,player_match_lbp_to_space_5,player_match_fhalf_lbp_to_space_5,player_match_f3_lbp_to_space_5,player_match_passes_360,player_match_obv_passes_360,player_match_fhalf_passes_360,player_match_fhalf_obv_passes_360,player_match_f3_passes_360,player_match_f3_obv_passes_360,player_match_ball_receipts_360,player_match_fhalf_ball_receipts_360,player_match_f3_ball_receipts_360,player_match_360_minutes,player_match_defensive_actions,player_match_ccaa,player_match_claim_success,player_match_da_aggressive_distance,player_match_goals_conceded,player_match_gsaa,player_match_gk_positioning_error,player_match_positive_outcome_score,player_match_npot_psxg_faced,player_match_save_ratio,player_match_gsaa_ratio,player_match_npot_shots_faced
33643,4003641,2484,Kisvárda,48800,Soma Novothny,18.833334,,0.0,0,0,0,0.03841313,1,1,0,0,0,0,0,0,0,0.44420132,0,0,0,,0,0,0,0,,0,0,2,0,0.0,9,7,0.7777777777777778,9,3,0,6,0,0,0,0,0,0,0,,0,0,0.03841313,0,0,0,3,1,0,0.0,0,13,0,,0,0.0,0,0.03841313,0.03841313,0.0,0.0,0.0034921027042649007,0.0034921027042649007,0.0,0.0,6.0,3.31,0.5516666620969772,2.0,3.0,1.095,0.3649999996026357,1.0,0.022795748,0.027954668,,,-0.005158919,,0,4,0.0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,6,-0.048171645402908324,,68.96160125732422,0,0.0,,0.8571428571428571,0.0,0.0,,0
33643,4003641,1033,Ujpest,7138,Iuri Medeiros,28.466667,0.838839590549469,0.8388396,1,0,0,0.019972473,1,1,0,0,1,1,4,0,0,0.5557987,0,0,0,,0,2,1,0,0.0,0,0,0,0,,15,12,0.8,14,5,1,9,7,2,0,5,1,0,0,,0,1,0.019972473,0,0,1,3,0,0,0.0,1,31,2,0.0,1,0.03225806451612903,1,0.8588121,0.8588121,0.0,0.0,0.06606246874882625,0.06606246874882625,0.0,0.0,7.0,3.036,0.43371428336415974,0.0,1.0,0.729,0.7289999723434448,0.0,0.42276543,-0.12227775,0.5404554,,0.004587763,,1,0,0.98360556,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,7,-0.05161505341529846,,,0,0.0,,0.20000000433488327,0.0,0.0,,0
33643,4003641,1033,Ujpest,35313,Mátyás Tajti,66.21667,,0.0,0,0,0,0.033454962,1,1,0,1,1,1,0,1,1,0.5557987,0,1,0,1.0,1,4,4,2,0.5,0,1,5,0,0.0,26,18,0.6923076923076923,25,11,2,13,5,1,0,4,0,0,0,,0,0,0.033454962,0,1,4,4,3,0,0.0,0,52,3,0.0,4,0.0,2,0.09464343,0.09464343,0.0,0.0,0.00295760715380311,0.00295760715380311,0.0,0.0,16.0,7.2269998,0.4516874933615327,1.0,9.0,3.9419994,0.43799999521838295,1.0,0.15097329,0.008782757,,0.020930078,0.121260434,,0,3,0.0,0,0,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,18,-0.07166085924421038,,67.68727111816406,0,0.0,,0.7674418535880704,0.0,0.0,,0
33643,4003641,1033,Ujpest,7977,João Nunes,94.683334,,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0.5557987,0,0,0,1.0,1,0,6,4,0.6666666666666666,3,6,3,2,0.6666666666666666,62,56,0.9032258064516129,58,12,5,45,6,1,0,5,0,0,0,,0,0,0.0,0,7,5,11,0,0,0.0,0,106,6,,5,0.0,0,1.642312,1.642312,1.642312,1.642312,0.028812492102907414,0.028812492102907414,0.028812492102907414,0.028812492102907414,15.0,17.987001,1.1991333161791167,0.0,1.0,0.355,0.35499998927116394,0.0,0.019532073,-0.009247062,,0.006475428,0.022303704,,0,18,0.0,0,0,3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,16,-0.06780589543856107,,42.25163650512695,0,0.0,,0.054347827213698414,0.0,0.0,,0
33643,4003641,1033,Ujpest,28763,Giorgi Beridze,94.683334,0.08101129531860352,0.16202259,2,0,0,0.0,0,0,0,0,2,0,5,0,0,0.5557987,2,2,0,0.0,0,3,4,1,0.25,1,2,4,0,0.0,37,28,0.7567567567567568,29,2,4,31,11,0,3,8,2,2,0,0.0,1,0,0.0,0,2,4,11,4,0,0.0,1,70,10,0.0,2,0.014285714285714285,3,0.28168726,0.27362055,0.27362055,0.27362055,0.006259716881646051,0.006080456574757894,0.006080456574757894,0.006080456574757894,22.0,20.523003,0.9328636344183575,0.0,9.0,13.368,1.485333330101437,0.0,-0.11300832,-0.025470275,-0.18743128,0.08932287,0.010570344,,0,5,0.1586954,0,0,4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,22,-0.06780589543856107,,87.09857177734375,0,0.0,,0.125,0.0,0.0,,0
33643,4003641,1033,Ujpest,12829,Damian Rasak,94.683334,,0.0,0,0,0,0.0,0,0,0,0,0,0,0,3,1,0.5557987,0,1,1,1.0,0,0,6,4,0.6666666666666666,0,1,2,2,1.0,53,39,0.7358490566037735,51,12,7,34,8,4,0,4,0,0,0,,0,0,0.0,0,1,6,7,2,0,0.0,0,85,5,,6,0.0,3,1.6223396,1.6223396,1.6223396,1.6223396,0.03451786396351266,0.03451786396351266,0.03451786396351266,0.03451786396351266,13.0,5.699,0.43838462004294765,3.0,3.0,1.226,0.4086666653553645,1.0,0.21995422,0.014083272,,0.10264976,0.10322116,,0,15,0.0,0,0,7,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,16,-0.06780589543856107,,63.22642517089844,0,0.0,,0.22826086393150793,0.0,0.0,,0
33643,4003641,2484,Kisvárda,28394,Aleksandar Jovičić,94.683334,,0.0,0,0,0,0.16834661,1,0,0,0,3,0,0,3,3,0.44420132,1,1,1,0.75,1,1,7,4,0.5714285714285714,1,4,3,3,1.0,37,31,0.8378378378378378,29,12,2,23,6,2,0,4,0,3,1,0.3333333333333333,0,0,0.0,0,5,6,13,1,1,0.16834661,0,56,5,0.3333333333333333,4,0.0,0,0.41497225,0.10067543,0.2466256,0.10067543,0.009880291564123971,0.002397033962465468,0.005872038148698353,0.002397033962465468,14.0,11.617001,0.8297857147242341,2.0,2.0,1.018,0.5089999884366989,0.0,0.6221124,0.46072286,,0.12799275,0.033396717,,0,14,0.0,0,0,6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,18,-0.02393107281790839,,56.01053237915039,0,0.0,,0.3532608768890397,0.0,0.0,,0
33643,4003641,1033,Ujpest,40039,Krisztofer Horváth,75.933334,0.03424295783042908,0.10272887,3,0,0,0.0,0,0,0,0,2,2,3,0,0,0.5557987,2,2,2,0.0,1,3,1,1,1.0,0,1,5,2,0.4,37,27,0.7297297297297297,37,8,6,23,15,5,3,7,2,0,0,,0,0,0.0,0,1,1,11,7,0,0.0,3,80,5,0.0,2,0.0375,2,0.2536481,0.2536481,0.09464343,0.09464343,0.006039240530558995,0.006039240530558995,0.0022534149743261792,0.0022534149743261792,16.0,10.584001,0.6615000041201711,1.0,5.0,3.3720002,0.6744000077247619,0.0,0.010359977,-0.17369163,-0.028245222,0.046604462,0.16569242,,0,8,0.40745413,0,0,6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,17,-0.07166085924421038,,77.76580810546875,0,0.0,,0.3758389293962243,0.0,0.0,,0
33643,4003641,2484,Kisvárda,46426,Branimir Cipetić,94.683334,0.07068294286727905,0.14136589,2,1,1,0.018447723,1,1,0,1,0,0,2,0,2,0.44420132,2,2,1,0.0,0,0,1,1,1.0,0,2,2,1,0.5,31,21,0.6774193548387096,24,14,2,15,4,2,0,2,2,0,0,,0,0,0.018447723,0,2,1,2,0,0,0.0,2,43,5,,4,0.046511627906976744,1,0.37660843,0.2920459,0.3197476,0.23518506,0.010461345314979553,0.008112385869026184,0.008881877693865035,0.0065329182479116656,8.0,7.6280003,0.9535000137984753,3.0,2.0,1.4530001,0.726500004529953,0.0,0.16026822,0.026013043,-0.032672614,-0.00043460354,0.16736239,,0,13,0.22687374,0,0,4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,8,-0.02393107281790839,,53.96033477783203,0,0.0,,0.21739130885479366,0.0,0.0,,0
33643,4003641,1033,Ujpest,46812,Davit Kobouri,94.683334,,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0.5557987,0,0,0,,2,0,5,3,0.6,0,3,2,1,0.5,40,33,0.825,38,17,1,22,2,2,0,0,0,0,0,,0,0,0.0,0,4,4,10,0,0,0.0,0,61,6,,2,0.0,1,0.019972473,0.019972473,0.019972473,0.019972473,0.0005255914048144692,0.0005255914048144692,0.0005255914048144692,0.0005255914048144692,17.0,16.759,0.9858235313611872,0.0,4.0,4.7419996,1.1854999884963036,0.0,0.097748265,0.05309978,,0.02045367,0.02419483,,0,16,0.0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0.0,19,-0.06780589543856107,,49.249656677246094,0,0.0,,0.4673913347698571,0.0,0.0,,0
